"n_participant","n_items","prevalence_type","seed","total_runtime","no_of_cores","name"
300,120,"extreme",1274,4560.97758746147,16,"AMD EPYC 9B45"
300,120,"extreme",1275,4581.34945964813,16,"AMD EPYC 9B45"
300,120,"extreme",1276,4617.11269402504,16,"AMD EPYC 9B45"
300,120,"extreme",1277,4473.62736701965,16,"AMD EPYC 9B45"
300,120,"extreme",1278,4462.74199581146,16,"AMD EPYC 9B45"
300,120,"extreme",1279,4442.77002167702,16,"AMD EPYC 9B45"
300,120,"extreme",1280,4516.62823152542,16,"AMD EPYC 9B45"
300,120,"extreme",1281,4438.30422687531,16,"AMD EPYC 9B45"
300,120,"extreme",1282,4386.27918362617,16,"AMD EPYC 9B45"
300,120,"extreme",1283,4701.86851978302,16,"AMD EPYC 9B45"
